barrio,año,mes,superficie,comuna
VILLA GRAL. MITRE,2013,Oct,762,11
VILLA GRAL. MITRE,2013,Nov,725,11
VILLA GRAL. MITRE,2013,Dic,575,11
VILLA GRAL. MITRE,2014,Ene,454,11
VILLA GRAL. MITRE,2014,Feb,1127,11
VILLA GRAL. MITRE,2014,Mar,521,11
VILLA GRAL. MITRE,2014,Abr,271,11
VILLA GRAL. MITRE,2014,May,925,11
VILLA GRAL. MITRE,2014,Jun,375,11
VILLA GRAL. MITRE,2014,Jul,675,11
VILLA GRAL. MITRE,2014,Ago,541,11
VILLA GRAL. MITRE,2014,Sep,414,11
VILLA GRAL. MITRE,2014,Oct,635,11
VILLA GRAL. MITRE,2014,Nov,664,11
VILLA GRAL. MITRE,2014,Dic,453,11
VILLA GRAL. MITRE,2015,Ene,400,11
VILLA GRAL. MITRE,2015,Feb,676,11
VILLA GRAL. MITRE,2015,Mar,570,11
VILLA GRAL. MITRE,2015,Abr,601,11
VILLA GRAL. MITRE,2015,May,735,11
VILLA GRAL. MITRE,2015,Jun,518,11
VILLA GRAL. MITRE,2015,Jul,614,11
VILLA GRAL. MITRE,2015,Ago,490,11
VILLA GRAL. MITRE,2015,Sep,395,11
VILLA GRAL. MITRE,2015,Oct,367,11
VILLA GRAL. MITRE,2015,Nov,275,11
VILLA GRAL. MITRE,2015,Dic,463,11
VILLA GRAL. MITRE,2016,Ene,87,11
VILLA GRAL. MITRE,2016,Feb,303,11
VILLA GRAL. MITRE,2016,Mar,467,11
VILLA GRAL. MITRE,2016,Abr,283,11
VILLA GRAL. MITRE,2016,May,307,11
VILLA GRAL. MITRE,2016,Jun,325,11
VILLA GRAL. MITRE,2016,Jul,384,11
VILLA GRAL. MITRE,2016,Ago,209,11
VILLA GRAL. MITRE,2016,Sep,297,11
VILLA GRAL. MITRE,2016,Oct,169,11
VILLA GRAL. MITRE,2016,Nov,363,11
VILLA GRAL. MITRE,2016,Dic,403,11
VILLA GRAL. MITRE,2017,Ene,404,11
VILLA GRAL. MITRE,2017,Feb,560,11
VILLA GRAL. MITRE,2017,Mar,320,11
VILLA GRAL. MITRE,2017,Abr,418,11
VILLA GRAL. MITRE,2017,May,198,11
VILLA GRAL. MITRE,2017,Jun,615,11
VILLA GRAL. MITRE,2017,Jul,283,11
VILLA GRAL. MITRE,2017,Ago,329,11
VILLA GRAL. MITRE,2017,Sep,166,11
VILLA GRAL. MITRE,2017,Oct,372,11
VILLA GRAL. MITRE,2017,Nov,579,11
VILLA GRAL. MITRE,2017,Dic,369,11
VILLA GRAL. MITRE,2018,Ene,259,11
VILLA GRAL. MITRE,2018,Feb,382,11
VILLA GRAL. MITRE,2018,Mar,425,11
VILLA GRAL. MITRE,2018,Abr,553,11
VILLA GRAL. MITRE,2018,May,788,11
VILLA GRAL. MITRE,2018,Jun,478,11
VILLA GRAL. MITRE,2018,Jul,570,11
VILLA GRAL. MITRE,2018,Ago,536,11
VILLA GRAL. MITRE,2018,Sep,332,11
VILLA GRAL. MITRE,2018,Oct,637,11
VILLA GRAL. MITRE,2018,Nov,436,11
VILLA GRAL. MITRE,2018,Dic,552,11
VILLA GRAL. MITRE,2019,Ene,391,11
VILLA GRAL. MITRE,2019,Feb,499,11
VILLA GRAL. MITRE,2019,Mar,809,11
VILLA GRAL. MITRE,2019,Abr,422,11
VILLA GRAL. MITRE,2019,May,523,11
VILLA GRAL. MITRE,2019,Jun,563,11
VILLA GRAL. MITRE,2019,Jul,499,11
VILLA GRAL. MITRE,2019,Ago,593,11
VILLA LUGANO,2013,Jul,139,8
VILLA LUGANO,2013,Ago,168,8
VILLA LUGANO,2013,Sep,314,8
VILLA LUGANO,2013,Oct,591,8
VILLA LUGANO,2013,Nov,355,8
VILLA LUGANO,2013,Dic,287,8
VILLA LUGANO,2014,Ene,439,8
VILLA LUGANO,2014,Feb,265,8
VILLA LUGANO,2014,Mar,390,8
VILLA LUGANO,2014,Abr,202,8
VILLA LUGANO,2014,May,376,8
VILLA LUGANO,2014,Jun,205,8
VILLA LUGANO,2014,Jul,200,8
VILLA LUGANO,2014,Ago,265,8
VILLA LUGANO,2014,Sep,300,8
VILLA LUGANO,2014,Oct,245,8
VILLA LUGANO,2014,Nov,225,8
VILLA LUGANO,2014,Dic,303,8
VILLA LUGANO,2015,Ene,298,8
VILLA LUGANO,2015,Feb,150,8
VILLA LUGANO,2015,Mar,90,8
VILLA LUGANO,2015,Abr,163,8
VILLA LUGANO,2015,May,160,8
VILLA LUGANO,2015,Jun,122,8
VILLA LUGANO,2015,Jul,304,8
VILLA LUGANO,2015,Ago,360,8
VILLA LUGANO,2015,Sep,0,8
VILLA LUGANO,2015,Oct,36,8
VILLA LUGANO,2015,Nov,104,8
VILLA LUGANO,2015,Dic,0,8
VILLA LUGANO,2016,Ene,0,8
VILLA LUGANO,2016,Feb,32,8
VILLA LUGANO,2016,Mar,118,8
VILLA LUGANO,2016,Abr,120,8
VILLA LUGANO,2016,May,102,8
VILLA LUGANO,2016,Jun,100,8
VILLA LUGANO,2016,Jul,120,8
VILLA LUGANO,2016,Ago,120,8
VILLA LUGANO,2016,Sep,40,8
VILLA LUGANO,2016,Oct,206,8
VILLA LUGANO,2016,Nov,176,8
VILLA LUGANO,2016,Dic,190,8
VILLA LUGANO,2017,Ene,120,8
VILLA LUGANO,2017,Feb,72,8
VILLA LUGANO,2017,Mar,90,8
VILLA LUGANO,2017,Abr,38,8
VILLA LUGANO,2017,May,50,8
VILLA LUGANO,2017,Jun,80,8
VILLA LUGANO,2017,Jul,111,8
VILLA LUGANO,2017,Ago,0,8
VILLA LUGANO,2017,Sep,45,8
VILLA LUGANO,2017,Oct,38,8
VILLA LUGANO,2017,Nov,0,8
VILLA LUGANO,2017,Dic,0,8
VILLA LUGANO,2018,Ene,0,8
VILLA LUGANO,2018,Feb,70,8
VILLA LUGANO,2018,Mar,80,8
VILLA LUGANO,2018,Abr,50,8
VILLA LUGANO,2018,May,0,8
VILLA LUGANO,2018,Jun,0,8
VILLA LUGANO,2018,Jul,115,8
VILLA LUGANO,2018,Ago,87,8
VILLA LUGANO,2018,Sep,49,8
VILLA LUGANO,2018,Oct,169,8
VILLA LUGANO,2018,Nov,510,8
VILLA LUGANO,2018,Dic,98,8
VILLA LUGANO,2019,Ene,46,8
VILLA LUGANO,2019,Feb,248,8
VILLA LUGANO,2019,Mar,236,8
VILLA LUGANO,2019,Abr,100,8
VILLA LUGANO,2019,May,302,8
VILLA LUGANO,2019,Jun,182,8
VILLA LUGANO,2019,Jul,0,8
VILLA LUGANO,2019,Ago,278,8
VILLA LURO,2013,Jul,712,10
VILLA LURO,2013,Ago,1072,10
VILLA LURO,2013,Sep,387,10
VILLA LURO,2013,Oct,766,10
VILLA LURO,2013,Nov,594,10
VILLA LURO,2013,Dic,532,10
VILLA LURO,2014,Ene,551,10
VILLA LURO,2014,Feb,427,10
VILLA LURO,2014,Mar,250,10
VILLA LURO,2014,Abr,118,10
VILLA LURO,2014,May,370,10
VILLA LURO,2014,Jun,319,10
VILLA LURO,2014,Jul,324,10
VILLA LURO,2014,Ago,569,10
VILLA LURO,2014,Sep,408,10
VILLA LURO,2014,Oct,484,10
VILLA LURO,2014,Nov,410,10
VILLA LURO,2014,Dic,484,10
VILLA LURO,2015,Ene,402,10
VILLA LURO,2015,Feb,298,10
VILLA LURO,2015,Mar,65,10
VILLA LURO,2015,Abr,135,10
VILLA LURO,2015,May,761,10
VILLA LURO,2015,Jun,801,10
VILLA LURO,2015,Jul,701,10
VILLA LURO,2015,Ago,671,10
VILLA LURO,2015,Sep,198,10
VILLA LURO,2015,Oct,397,10
VILLA LURO,2015,Nov,357,10
VILLA LURO,2015,Dic,403,10
VILLA LURO,2016,Ene,540,10
VILLA LURO,2016,Feb,273,10
VILLA LURO,2016,Mar,258,10
VILLA LURO,2016,Abr,368,10
VILLA LURO,2016,May,463,10
VILLA LURO,2016,Jun,334,10
VILLA LURO,2016,Jul,421,10
VILLA LURO,2016,Ago,295,10
VILLA LURO,2016,Sep,555,10
VILLA LURO,2016,Oct,508,10
VILLA LURO,2016,Nov,571,10
VILLA LURO,2016,Dic,385,10
VILLA LURO,2017,Ene,165,10
VILLA LURO,2017,Feb,202,10
VILLA LURO,2017,Mar,294,10
VILLA LURO,2017,Abr,455,10
VILLA LURO,2017,May,302,10
VILLA LURO,2017,Jun,428,10
VILLA LURO,2017,Jul,393,10
VILLA LURO,2017,Ago,497,10
VILLA LURO,2017,Sep,114,10
VILLA LURO,2017,Oct,317,10
VILLA LURO,2017,Nov,300,10
VILLA LURO,2017,Dic,439,10
VILLA LURO,2018,Ene,395,10
VILLA LURO,2018,Feb,219,10
VILLA LURO,2018,Mar,530,10
VILLA LURO,2018,Abr,407,10
VILLA LURO,2018,May,203,10
VILLA LURO,2018,Jun,199,10
VILLA LURO,2018,Jul,455,10
VILLA LURO,2018,Ago,886,10
VILLA LURO,2018,Sep,677,10
VILLA LURO,2018,Oct,546,10
VILLA LURO,2018,Nov,405,10
VILLA LURO,2018,Dic,247,10
VILLA LURO,2019,Ene,411,10
VILLA LURO,2019,Feb,292,10
VILLA LURO,2019,Mar,758,10
VILLA LURO,2019,Abr,429,10
VILLA LURO,2019,May,791,10
VILLA LURO,2019,Jun,411,10
VILLA LURO,2019,Jul,429,10
VILLA LURO,2019,Ago,345,10
VILLA ORTUZAR,2013,Jul,380,15
VILLA ORTUZAR,2013,Ago,656,15
VILLA ORTUZAR,2013,Sep,293,15
VILLA ORTUZAR,2013,Oct,1038,15
VILLA ORTUZAR,2013,Nov,545,15
VILLA ORTUZAR,2013,Dic,584,15
VILLA ORTUZAR,2014,Ene,387,15
VILLA ORTUZAR,2014,Feb,437,15
VILLA ORTUZAR,2014,Mar,518,15
VILLA ORTUZAR,2014,Abr,280,15
VILLA ORTUZAR,2014,May,734,15
VILLA ORTUZAR,2014,Jun,849,15
VILLA ORTUZAR,2014,Jul,817,15
VILLA ORTUZAR,2014,Ago,1084,15
VILLA ORTUZAR,2014,Sep,496,15
VILLA ORTUZAR,2014,Oct,613,15
VILLA ORTUZAR,2014,Nov,602,15
VILLA ORTUZAR,2014,Dic,666,15
VILLA ORTUZAR,2015,Ene,864,15
VILLA ORTUZAR,2015,Feb,743,15
VILLA ORTUZAR,2015,Mar,503,15
VILLA ORTUZAR,2015,Abr,486,15
VILLA ORTUZAR,2015,May,609,15
VILLA ORTUZAR,2015,Jun,426,15
VILLA ORTUZAR,2015,Jul,421,15
VILLA ORTUZAR,2015,Ago,341,15
VILLA ORTUZAR,2015,Sep,280,15
VILLA ORTUZAR,2015,Oct,352,15
VILLA ORTUZAR,2015,Nov,277,15
VILLA ORTUZAR,2015,Dic,212,15
VILLA ORTUZAR,2016,Ene,469,15
VILLA ORTUZAR,2016,Feb,150,15
VILLA ORTUZAR,2016,Mar,465,15
VILLA ORTUZAR,2016,Abr,116,15
VILLA ORTUZAR,2016,May,224,15
VILLA ORTUZAR,2016,Jun,241,15
VILLA ORTUZAR,2016,Jul,404,15
VILLA ORTUZAR,2016,Ago,368,15
VILLA ORTUZAR,2016,Sep,408,15
VILLA ORTUZAR,2016,Oct,586,15
VILLA ORTUZAR,2016,Nov,321,15
VILLA ORTUZAR,2016,Dic,320,15
VILLA ORTUZAR,2017,Ene,362,15
VILLA ORTUZAR,2017,Feb,378,15
VILLA ORTUZAR,2017,Mar,475,15
VILLA ORTUZAR,2017,Abr,430,15
VILLA ORTUZAR,2017,May,363,15
VILLA ORTUZAR,2017,Jun,269,15
VILLA ORTUZAR,2017,Jul,439,15
VILLA ORTUZAR,2017,Ago,384,15
VILLA ORTUZAR,2017,Sep,266,15
VILLA ORTUZAR,2017,Oct,513,15
VILLA ORTUZAR,2017,Nov,281,15
VILLA ORTUZAR,2017,Dic,124,15
VILLA ORTUZAR,2018,Ene,300,15
VILLA ORTUZAR,2018,Feb,490,15
VILLA ORTUZAR,2018,Mar,202,15
VILLA ORTUZAR,2018,Abr,522,15
VILLA ORTUZAR,2018,May,347,15
VILLA ORTUZAR,2018,Jun,225,15
VILLA ORTUZAR,2018,Jul,336,15
VILLA ORTUZAR,2018,Ago,339,15
VILLA ORTUZAR,2018,Sep,633,15
VILLA ORTUZAR,2018,Oct,538,15
VILLA ORTUZAR,2018,Nov,786,15
VILLA ORTUZAR,2018,Dic,341,15
VILLA ORTUZAR,2019,Ene,974,15
VILLA ORTUZAR,2019,Feb,229,15
VILLA ORTUZAR,2019,Mar,285,15
VILLA ORTUZAR,2019,Abr,134,15
VILLA ORTUZAR,2019,May,554,15
VILLA ORTUZAR,2019,Jun,417,15
VILLA ORTUZAR,2019,Jul,374,15
VILLA ORTUZAR,2019,Ago,638,15
VILLA PUEYRREDON,2013,Jul,1539,12
VILLA PUEYRREDON,2013,Ago,1145,12
VILLA PUEYRREDON,2013,Sep,487,12
VILLA PUEYRREDON,2013,Oct,1310,12
VILLA PUEYRREDON,2013,Nov,1253,12
VILLA PUEYRREDON,2013,Dic,1053,12
VILLA PUEYRREDON,2014,Ene,1168,12
VILLA PUEYRREDON,2014,Feb,1273,12
VILLA PUEYRREDON,2014,Mar,1252,12
VILLA PUEYRREDON,2014,Abr,944,12
VILLA PUEYRREDON,2014,May,1584,12
VILLA PUEYRREDON,2014,Jun,1173,12
VILLA PUEYRREDON,2014,Jul,1291,12
VILLA PUEYRREDON,2014,Ago,1571,12
VILLA PUEYRREDON,2014,Sep,1531,12
VILLA PUEYRREDON,2014,Oct,1537,12
VILLA PUEYRREDON,2014,Nov,1720,12
VILLA PUEYRREDON,2014,Dic,954,12
VILLA PUEYRREDON,2015,Ene,756,12
VILLA PUEYRREDON,2015,Feb,1244,12
VILLA PUEYRREDON,2015,Mar,1358,12
VILLA PUEYRREDON,2015,Abr,981,12
VILLA PUEYRREDON,2015,May,760,12
VILLA PUEYRREDON,2015,Jun,1136,12
VILLA PUEYRREDON,2015,Jul,1120,12
VILLA PUEYRREDON,2015,Ago,1294,12
VILLA PUEYRREDON,2015,Sep,580,12
VILLA PUEYRREDON,2015,Oct,512,12
VILLA PUEYRREDON,2015,Nov,400,12
VILLA PUEYRREDON,2015,Dic,624,12
VILLA PUEYRREDON,2016,Ene,459,12
VILLA PUEYRREDON,2016,Feb,669,12
VILLA PUEYRREDON,2016,Mar,930,12
VILLA PUEYRREDON,2016,Abr,953,12
VILLA PUEYRREDON,2016,May,832,12
VILLA PUEYRREDON,2016,Jun,571,12
VILLA PUEYRREDON,2016,Jul,683,12
VILLA PUEYRREDON,2016,Ago,415,12
VILLA PUEYRREDON,2016,Sep,434,12
VILLA PUEYRREDON,2016,Oct,777,12
VILLA PUEYRREDON,2016,Nov,1035,12
VILLA PUEYRREDON,2016,Dic,831,12
VILLA PUEYRREDON,2017,Ene,486,12
VILLA PUEYRREDON,2017,Feb,556,12
VILLA PUEYRREDON,2017,Mar,1070,12
VILLA PUEYRREDON,2017,Abr,872,12
VILLA PUEYRREDON,2017,May,382,12
VILLA PUEYRREDON,2017,Jun,861,12
VILLA PUEYRREDON,2017,Jul,433,12
VILLA PUEYRREDON,2017,Ago,189,12
VILLA PUEYRREDON,2017,Sep,392,12
VILLA PUEYRREDON,2017,Oct,521,12
VILLA PUEYRREDON,2017,Nov,738,12
VILLA PUEYRREDON,2017,Dic,643,12
VILLA PUEYRREDON,2018,Ene,885,12
VILLA PUEYRREDON,2018,Feb,703,12
VILLA PUEYRREDON,2018,Mar,580,12
VILLA PUEYRREDON,2018,Abr,750,12
VILLA PUEYRREDON,2018,May,662,12
VILLA PUEYRREDON,2018,Jun,722,12
VILLA PUEYRREDON,2018,Jul,680,12
VILLA PUEYRREDON,2018,Ago,845,12
VILLA PUEYRREDON,2018,Sep,981,12
VILLA PUEYRREDON,2018,Oct,759,12
VILLA PUEYRREDON,2018,Nov,483,12
VILLA PUEYRREDON,2018,Dic,662,12
VILLA PUEYRREDON,2019,Ene,343,12
VILLA PUEYRREDON,2019,Feb,734,12
VILLA PUEYRREDON,2019,Mar,831,12
VILLA PUEYRREDON,2019,Abr,625,12
VILLA PUEYRREDON,2019,May,1273,12
VILLA PUEYRREDON,2019,Jun,697,12
VILLA PUEYRREDON,2019,Jul,685,12
VILLA PUEYRREDON,2019,Ago,969,12
VILLA REAL,2013,Jul,151,10
VILLA REAL,2013,Ago,145,10
VILLA REAL,2013,Sep,95,10
VILLA REAL,2013,Oct,549,10
VILLA REAL,2013,Nov,176,10
VILLA REAL,2013,Dic,67,10
VILLA REAL,2014,Ene,96,10
VILLA REAL,2014,Feb,235,10
VILLA REAL,2014,Mar,94,10
VILLA REAL,2014,Abr,122,10
VILLA REAL,2014,May,122,10
VILLA REAL,2014,Jun,127,10
VILLA REAL,2014,Jul,200,10
VILLA REAL,2014,Ago,151,10
VILLA REAL,2014,Sep,60,10
VILLA REAL,2014,Oct,130,10
VILLA REAL,2014,Nov,105,10
VILLA REAL,2014,Dic,73,10
VILLA REAL,2015,Ene,99,10
VILLA REAL,2015,Feb,0,10
VILLA REAL,2015,Mar,60,10
VILLA REAL,2015,Abr,0,10
VILLA REAL,2015,May,48,10
VILLA REAL,2015,Jun,0,10
VILLA REAL,2015,Jul,0,10
VILLA REAL,2015,Ago,0,10
VILLA REAL,2015,Sep,0,10
VILLA REAL,2015,Oct,0,10
VILLA REAL,2015,Nov,0,10
VILLA REAL,2015,Dic,0,10
VILLA REAL,2016,Ene,0,10
VILLA REAL,2016,Feb,80,10
VILLA REAL,2016,Mar,142,10
VILLA REAL,2016,Abr,0,10
VILLA REAL,2016,May,103,10
VILLA REAL,2016,Jun,172,10
VILLA REAL,2016,Jul,74,10
VILLA REAL,2016,Ago,0,10
VILLA REAL,2016,Sep,139,10
VILLA REAL,2016,Oct,158,10
VILLA REAL,2016,Nov,55,10
VILLA REAL,2016,Dic,91,10
VILLA REAL,2017,Ene,40,10
VILLA REAL,2017,Feb,103,10
VILLA REAL,2017,Mar,147,10
VILLA REAL,2017,Abr,102,10
VILLA REAL,2017,May,0,10
VILLA REAL,2017,Jun,0,10
VILLA REAL,2017,Jul,0,10
VILLA REAL,2017,Ago,65,10
VILLA REAL,2017,Sep,83,10
VILLA REAL,2017,Oct,0,10
VILLA REAL,2017,Nov,70,10
VILLA REAL,2017,Dic,72,10
VILLA REAL,2018,Ene,0,10
VILLA REAL,2018,Feb,0,10
VILLA REAL,2018,Mar,0,10
VILLA REAL,2018,Abr,34,10
VILLA REAL,2018,May,0,10
VILLA REAL,2018,Jun,190,10
VILLA REAL,2018,Jul,190,10
VILLA REAL,2018,Ago,30,10
VILLA REAL,2018,Sep,104,10
VILLA REAL,2018,Oct,175,10
VILLA REAL,2018,Nov,75,10
VILLA REAL,2018,Dic,66,10
VILLA REAL,2019,Ene,195,10
VILLA REAL,2019,Feb,0,10
VILLA REAL,2019,Mar,178,10
VILLA REAL,2019,Abr,112,10
VILLA REAL,2019,May,110,10
VILLA REAL,2019,Jun,184,10
VILLA REAL,2019,Jul,113,10
VILLA REAL,2019,Ago,184,10
VILLA RIACHUELO,2013,Jul,152,8
VILLA RIACHUELO,2013,Ago,93,8
VILLA RIACHUELO,2013,Sep,115,8
VILLA RIACHUELO,2013,Oct,140,8
VILLA RIACHUELO,2013,Nov,311,8
VILLA RIACHUELO,2013,Dic,0,8
VILLA RIACHUELO,2014,Ene,139,8
VILLA RIACHUELO,2014,Feb,175,8
VILLA RIACHUELO,2014,Mar,243,8
VILLA RIACHUELO,2014,Abr,245,8
VILLA RIACHUELO,2014,May,160,8
VILLA RIACHUELO,2014,Jun,80,8
VILLA RIACHUELO,2014,Jul,191,8
VILLA RIACHUELO,2014,Ago,35,8
VILLA RIACHUELO,2014,Sep,40,8
VILLA RIACHUELO,2014,Oct,162,8
VILLA RIACHUELO,2014,Nov,214,8
VILLA RIACHUELO,2014,Dic,112,8
VILLA RIACHUELO,2015,Ene,42,8
VILLA RIACHUELO,2015,Feb,35,8
VILLA RIACHUELO,2015,Mar,0,8
VILLA RIACHUELO,2015,Abr,105,8
VILLA RIACHUELO,2015,May,75,8
VILLA RIACHUELO,2015,Jun,131,8
VILLA RIACHUELO,2015,Jul,83,8
VILLA RIACHUELO,2015,Ago,0,8
VILLA RIACHUELO,2015,Sep,0,8
VILLA RIACHUELO,2015,Oct,45,8
VILLA RIACHUELO,2015,Nov,0,8
VILLA RIACHUELO,2015,Dic,0,8
VILLA RIACHUELO,2016,Ene,0,8
VILLA RIACHUELO,2016,Feb,0,8
VILLA RIACHUELO,2016,Mar,0,8
VILLA RIACHUELO,2016,Abr,0,8
VILLA RIACHUELO,2016,May,0,8
VILLA RIACHUELO,2016,Jun,32,8
VILLA RIACHUELO,2016,Jul,50,8
VILLA RIACHUELO,2016,Ago,0,8
VILLA RIACHUELO,2016,Sep,130,8
VILLA RIACHUELO,2016,Oct,0,8
VILLA RIACHUELO,2016,Nov,0,8
VILLA RIACHUELO,2016,Dic,0,8
VILLA RIACHUELO,2017,Ene,0,8
VILLA RIACHUELO,2017,Feb,0,8
VILLA RIACHUELO,2017,Mar,0,8
VILLA RIACHUELO,2017,Abr,0,8
VILLA RIACHUELO,2017,May,70,8
VILLA RIACHUELO,2017,Jun,0,8
VILLA RIACHUELO,2017,Jul,0,8
VILLA RIACHUELO,2017,Ago,0,8
VILLA RIACHUELO,2017,Sep,0,8
VILLA RIACHUELO,2017,Oct,0,8
VILLA RIACHUELO,2017,Nov,0,8
VILLA RIACHUELO,2017,Dic,0,8
VILLA RIACHUELO,2018,Ene,0,8
VILLA RIACHUELO,2018,Feb,53,8
VILLA RIACHUELO,2018,Mar,0,8
VILLA RIACHUELO,2018,Abr,0,8
VILLA RIACHUELO,2018,May,0,8
VILLA RIACHUELO,2018,Jun,0,8
VILLA RIACHUELO,2018,Jul,39,8
VILLA RIACHUELO,2018,Ago,50,8
VILLA RIACHUELO,2018,Sep,0,8
VILLA RIACHUELO,2018,Oct,0,8
VILLA RIACHUELO,2018,Nov,50,8
VILLA RIACHUELO,2018,Dic,0,8
VILLA RIACHUELO,2019,Ene,50,8
VILLA RIACHUELO,2019,Feb,0,8
VILLA RIACHUELO,2019,Mar,0,8
VILLA RIACHUELO,2019,Abr,165,8
VILLA RIACHUELO,2019,May,0,8
VILLA RIACHUELO,2019,Jun,58,8
VILLA RIACHUELO,2019,Jul,111,8
VILLA RIACHUELO,2019,Ago,50,8
VILLA SANTA RITA,2013,Jul,963,11
VILLA SANTA RITA,2013,Ago,535,11
VILLA SANTA RITA,2013,Sep,616,11
VILLA SANTA RITA,2013,Oct,1018,11
VILLA SANTA RITA,2013,Nov,653,11
VILLA SANTA RITA,2013,Dic,1061,11
VILLA SANTA RITA,2014,Ene,732,11
VILLA SANTA RITA,2014,Feb,443,11
VILLA SANTA RITA,2014,Mar,559,11
VILLA SANTA RITA,2014,Abr,338,11
VILLA SANTA RITA,2014,May,1199,11
VILLA SANTA RITA,2014,Jun,1060,11
VILLA SANTA RITA,2014,Jul,1431,11
VILLA SANTA RITA,2014,Ago,1299,11
VILLA SANTA RITA,2014,Sep,707,11
VILLA SANTA RITA,2014,Oct,947,11
VILLA SANTA RITA,2014,Nov,890,11
VILLA SANTA RITA,2014,Dic,638,11
VILLA SANTA RITA,2015,Ene,400,11
VILLA SANTA RITA,2015,Feb,580,11
VILLA SANTA RITA,2015,Mar,718,11
VILLA SANTA RITA,2015,Abr,670,11
VILLA SANTA RITA,2015,May,421,11
VILLA SANTA RITA,2015,Jun,561,11
VILLA SANTA RITA,2015,Jul,851,11
VILLA SANTA RITA,2015,Ago,806,11
VILLA SANTA RITA,2015,Sep,173,11
VILLA SANTA RITA,2015,Oct,726,11
VILLA SANTA RITA,2015,Nov,432,11
VILLA SANTA RITA,2015,Dic,397,11
VILLA SANTA RITA,2016,Ene,423,11
VILLA SANTA RITA,2016,Feb,358,11
VILLA SANTA RITA,2016,Mar,196,11
VILLA SANTA RITA,2016,Abr,496,11
VILLA SANTA RITA,2016,May,449,11
VILLA SANTA RITA,2016,Jun,278,11
VILLA SANTA RITA,2016,Jul,334,11
VILLA SANTA RITA,2016,Ago,408,11
VILLA SANTA RITA,2016,Sep,492,11
VILLA SANTA RITA,2016,Oct,68,11
VILLA SANTA RITA,2016,Nov,378,11
VILLA SANTA RITA,2016,Dic,333,11
VILLA SANTA RITA,2017,Ene,730,11
VILLA SANTA RITA,2017,Feb,424,11
VILLA SANTA RITA,2017,Mar,456,11
VILLA SANTA RITA,2017,Abr,515,11
VILLA SANTA RITA,2017,May,407,11
VILLA SANTA RITA,2017,Jun,124,11
VILLA SANTA RITA,2017,Jul,489,11
VILLA SANTA RITA,2017,Ago,244,11
VILLA SANTA RITA,2017,Sep,165,11
VILLA SANTA RITA,2017,Oct,179,11
VILLA SANTA RITA,2017,Nov,163,11
VILLA SANTA RITA,2017,Dic,362,11
VILLA SANTA RITA,2018,Ene,118,11
VILLA SANTA RITA,2018,Feb,219,11
VILLA SANTA RITA,2018,Mar,398,11
VILLA SANTA RITA,2018,Abr,327,11
VILLA SANTA RITA,2018,May,363,11
VILLA SANTA RITA,2018,Jun,442,11
VILLA SANTA RITA,2018,Jul,527,11
VILLA SANTA RITA,2018,Ago,243,11
VILLA SANTA RITA,2018,Sep,210,11
VILLA SANTA RITA,2018,Oct,679,11
VILLA SANTA RITA,2018,Nov,534,11
VILLA SANTA RITA,2018,Dic,232,11
VILLA SANTA RITA,2019,Ene,148,11
VILLA SANTA RITA,2019,Feb,406,11
VILLA SANTA RITA,2019,Mar,470,11
VILLA SANTA RITA,2019,Abr,310,11
VILLA SANTA RITA,2019,May,353,11
VILLA SANTA RITA,2019,Jun,283,11
VILLA SANTA RITA,2019,Jul,528,11
VILLA SANTA RITA,2019,Ago,337,11
VILLA SOLDATI,2013,Jul,0,8
VILLA SOLDATI,2013,Ago,313,8
VILLA SOLDATI,2013,Sep,92,8
VILLA SOLDATI,2013,Oct,391,8
VILLA SOLDATI,2013,Nov,0,8
VILLA SOLDATI,2013,Dic,120,8
VILLA SOLDATI,2014,Ene,0,8
VILLA SOLDATI,2014,Feb,182,8
VILLA SOLDATI,2014,Mar,145,8
VILLA SOLDATI,2014,Abr,75,8
VILLA SOLDATI,2014,May,0,8
VILLA SOLDATI,2014,Jun,161,8
VILLA SOLDATI,2014,Jul,85,8
VILLA SOLDATI,2014,Ago,196,8
VILLA SOLDATI,2014,Sep,40,8
VILLA SOLDATI,2014,Oct,0,8
VILLA SOLDATI,2014,Nov,196,8
VILLA SOLDATI,2014,Dic,80,8
VILLA SOLDATI,2015,Ene,0,8
VILLA SOLDATI,2015,Feb,50,8
VILLA SOLDATI,2015,Mar,95,8
VILLA SOLDATI,2015,Abr,0,8
VILLA SOLDATI,2015,May,0,8
VILLA SOLDATI,2015,Jun,0,8
VILLA SOLDATI,2015,Jul,0,8
VILLA SOLDATI,2015,Ago,0,8
VILLA SOLDATI,2015,Sep,0,8
VILLA SOLDATI,2015,Oct,77,8
VILLA SOLDATI,2015,Nov,59,8
VILLA SOLDATI,2015,Dic,122,8
VILLA SOLDATI,2016,Ene,0,8
VILLA SOLDATI,2016,Feb,150,8
VILLA SOLDATI,2016,Mar,0,8
VILLA SOLDATI,2016,Abr,0,8
VILLA SOLDATI,2016,May,0,8
VILLA SOLDATI,2016,Jun,0,8
VILLA SOLDATI,2016,Jul,0,8
VILLA SOLDATI,2016,Ago,0,8
VILLA SOLDATI,2016,Sep,0,8
VILLA SOLDATI,2016,Oct,0,8
VILLA SOLDATI,2016,Nov,0,8
VILLA SOLDATI,2016,Dic,0,8
VILLA SOLDATI,2017,Ene,0,8
VILLA SOLDATI,2017,Feb,0,8
VILLA SOLDATI,2017,Mar,0,8
VILLA SOLDATI,2017,Abr,0,8
